Datetime,Verified?,Followers,Friends,Likes,Retweets,Replies,Tweet Length,Hashtag Count
2018-01-27,0.23080660835762876,0.0,0.19613576506415173,0.027490794779793028,0.08749139132023721,0.17458877000595371,0.6083739353806821,0.2915035657183206
2018-01-28,0.24645451400899343,0.025309666175260013,0.2121611758340409,0.08475438688079052,0.18113002449677004,0.08806233200217163,0.634610585426163,0.3426437303055909
2018-01-29,0.2175119683618955,0.13317135154858425,0.22246090945809213,0.022352611615857332,0.08036077479789891,0.12279062874673527,0.5164755694623642,0.2892553861784798
2018-01-30,0.5268022181146026,0.10729696791484428,0.25197227148236684,0.11337294415375568,0.12137011666693436,0.1787147438522376,0.5991657850099423,0.28325247170689033
2018-02-23,0.24412296564195296,0.12864500322029543,0.23104284619318385,0.07398182426517991,0.07467964085741977,0.06163290274961188,0.5819055398005709,0.48702047367043216
2018-02-24,0.15191897654584222,0.16835520535487497,0.17271028817715642,0.16012735703826603,0.19206180137071516,0.10303637684496596,0.5757361682636257,0.4838541446974511
2018-02-25,0.21525679758308158,0.22282839383988123,0.23609027339339556,0.10602941560822109,0.1099101354187983,0.08587928472799776,0.5810491078567243,0.5069678095738296
2018-02-26,0.3117877655210138,0.18852071928898642,0.2738967430816543,0.18548775967205244,0.19230984724458536,0.09023501356130535,0.5460606754775373,0.45280938165455153
2018-02-27,0.6968215158924205,0.2074264445213423,0.3984960059585754,0.10850391094233837,0.16714059573356035,0.08398446527719187,0.5617852591281953,0.5259261789230508
2018-03-26,0.3097213989330172,0.3185338852986042,0.17474770335658632,0.12238681867926311,0.10935957102171649,0.06182339211418197,0.5503960884180138,0.5555928762250957
2018-03-27,0.33273190405434094,0.13881380217623918,0.15723835281109053,0.33015747068266743,0.688612790883148,1.0,0.6082682793851217,0.5810174902558347
2018-03-28,0.5315180902648265,0.33033062294487486,0.11674794640045465,0.22393073875559644,0.38244387971878885,0.43940187168320205,0.6935232891817568,0.49064716568612116
2018-03-29,0.5252100840336135,0.40641617890515125,0.09794172939067189,0.3764958805826981,1.0,0.7273606846464805,0.5746711108074284,0.44997312914837045
2018-03-30,0.29372126208974153,0.17577155351713486,0.11343892207761685,0.15768505308218717,0.15665703974600875,0.12669443261900085,0.5560583490852311,0.47612052458385123
2018-04-25,0.28258714056898787,0.2509886978235401,0.1314456979789884,0.11229264476321092,0.08675110805559048,0.07021263231755066,0.48791392905326664,0.3683069486636235
2018-04-26,0.3433734939759036,0.21710870919394468,0.18072587946804639,0.13217442360936119,0.14549996849381758,0.06384361357955974,0.5637641394321534,0.5178382924647585
2018-04-27,0.34070531978481766,0.2584321517284189,0.1890091714327917,0.1900529246840818,0.24016462356645582,0.0878018452017642,0.5596488404155697,0.39344893021054567
2018-04-28,0.2786529060293319,0.1719253106527067,0.13687670110258848,0.23712608475151978,0.25556684337019225,0.08263585116720185,0.6267081657782622,0.5504081304208218
2018-04-29,0.2356453835553514,0.8039687758554105,0.15286438103145192,0.1761435107708867,0.15377688291078329,0.11178139901694824,0.5903798808225628,0.4100953363842077
2018-05-26,0.29871082695734197,0.6490590148148828,0.1533875363890552,0.08041725969968562,0.13598353656177106,0.04330779987335485,0.6532518523614774,0.5243646806248177
2018-05-27,0.21699819168173598,0.46338724296378603,0.14690208461231558,0.27530699261115305,0.3075720084865855,0.07373798062848615,0.6067010887948721,0.3097403745327991
2018-05-28,0.21772345301757065,0.06469931215144412,0.16327623580699419,0.188151001420475,0.23753502012077127,0.0479624762241316,0.5828851660818104,0.41897282764290805
2018-05-29,0.09149277688603533,0.3616791235024569,0.17880002953419147,0.13967502206507926,0.10687862589967627,0.05005891367019342,0.5969995967552727,0.4096141863687771
2018-05-30,0.150514919461315,0.2546827819067916,0.16970471543385915,0.16029541439622186,0.1731805814308455,0.07328498482881288,0.7436081827715755,0.5100979034038277
2018-06-24,0.09239247892803112,0.08362098764894903,0.21749169681907748,0.2234014769886305,0.14428149959186856,0.11821160760276489,0.583327554774443,0.5222208598389468
2018-06-25,0.4391371340523883,0.13214845838503841,0.20035678687414904,0.17813545652159388,0.20901799292662934,0.06853647824981267,0.7060295946106468,0.6071155723097804
2018-06-26,0.3122261174408414,0.07282639685233157,0.21921241832899768,0.05700384223014781,0.08159497825705658,0.02417541790643915,0.7373175866562257,0.6456027703470384
2018-06-27,0.33834586466165417,0.10885561658012684,0.16648223080413319,0.09753115931920116,0.09934254518229352,0.04450157294610573,0.977055410097803,0.5571372051923488
2018-06-28,0.49687211568044304,0.130307501429391,0.18063123510717746,0.15191551871336775,0.19203890047375047,0.07321674855739022,0.7514487012221277,0.7264444381496445
2018-06-29,0.4580693958589392,0.162870698890495,0.22767634565957254,0.08480510888675981,0.06563363497655424,0.04377888405973871,0.5914520671009221,0.4756625343805248
2018-07-26,0.5002925687536571,0.33259399829767106,0.16462993874102166,0.1645853672467008,0.14406988762534495,0.041275237441705685,0.6712719418346094,0.5301356414456362
2018-07-27,0.4358582223821519,0.18478526983042204,0.10566330440829352,0.15052085542111956,0.1374716557835268,0.04092601958388227,0.6845816544058876,0.4985507847018563
2018-07-28,0.19589872837667544,0.2529796206549347,0.10818983994106193,0.16943010759665675,0.11994233540877312,0.04042699174392089,0.6609235119542626,0.46880528964203677
2018-07-29,0.03100859536503101,0.036643252668942486,0.06746091972780628,0.06219315691294442,0.08541541964128278,0.012441814242330306,0.6868680472188227,0.6309667972986042
2018-07-30,0.4091888011486001,0.11001001064881155,0.1207408054616558,0.22350705302085316,0.17959746087437667,0.03353223900476616,0.7248976572022925,0.6110991657931971
2018-08-25,0.2761627906976744,0.06622575679747864,0.4544651667614297,0.13781051051205426,0.12990310718864095,0.050415743044827925,0.8752969037176125,0.600771113086107
2018-08-26,0.29718456725755993,0.09866303520955569,0.41530680111504875,0.18455081912115368,0.15971429375579077,0.049592530604820224,0.7932832216412128,0.5480653020077499
2018-08-27,0.3200808625336927,0.08290351754223048,0.36138033630345456,0.08806355602046403,0.06786813683977917,0.024206833935914565,0.7866966460552228,0.49892112362487123
2018-08-28,0.31189494065157003,0.20878105776584271,0.3088686789148967,0.2370059233887426,0.28474947925269306,0.07531879685497149,0.6685330573510938,0.437958815716253
2018-08-29,0.2053314121037464,0.08328511387666848,0.3326477495335277,0.15563830755284677,0.16111708201251182,0.03802401873577894,0.805494426522771,0.5283211317764512
2018-08-30,0.346618018523716,0.1606897813509151,0.1649238744912896,0.08093957363033007,0.06507209648569974,0.02952859270869341,0.7345623210052215,0.4815177237409747
2018-09-24,0.16631652661064428,0.058476183956870945,0.3447621037948511,0.03312765163701622,0.020198453896714836,0.022436480695971598,0.8166280606701118,0.6635404956979399
2018-09-25,0.28026104058644735,0.16165686509413907,0.3165992177902149,0.07905121107118117,0.10177471753099279,0.035865697868992116,0.6539906805922835,0.4437315991936264
2018-09-26,0.30181086519114686,0.13903491256397954,0.3669615008126387,0.06827292718088245,0.044733207446025575,0.03174979858915413,0.7436819604016133,0.5400041227316501
2018-09-27,0.1838116736536601,0.28726955008585536,0.3914792659656434,0.1474873114428217,0.268422701490631,0.09653306744157988,0.6661103191837812,0.5480207358326455
2018-09-28,0.35174328910829994,0.10010186962399327,0.3197129594868046,0.09669887063792197,0.06596233191407001,0.05525157965408567,0.6859696726268711,0.5088998173140582
2018-09-29,0.036449673871339044,0.04975197305220896,0.37080456445383914,0.04222628603620582,0.025464530330331754,0.050692918935936276,0.8378780444823639,0.589856239534254
